loan_id,customer_id,loan_type,principal,interest_rate,term_months,start_date,status
LOAN301907,CUST100350,Vehicle,48601.29,14.91,36,2023-05-07 19:31:52.806094646,Closed
LOAN301908,CUST101783,Personal,25312.79,8.87,36,2020-01-30 04:16:57.670994043,Active
LOAN301909,CUST100511,Home,5888.73,10.83,120,2020-02-02 16:48:23.572362423,Restructured
LOAN301910,CUST101680,Student,16481.31,23.96,84,2025-03-12 18:18:51.529258251,Active
LOAN301911,CUST103292,Student,24369.87,24.77,24,2026-03-30 17:01:29.088625193,Defaulted
LOAN301912,CUST104886,Personal,41255.82,15.49,24,2025-09-24 16:43:41.875674009,Closed
LOAN301913,CUST102338,Student,47942.31,,36,2017-01-20 17:25:05.576879263,Active
LOAN301914,CUST102312,Business,47090.48,14.98,12,2022-04-10 09:23:25.143466949,Closed
LOAN301915,CUST103278,Home,61452.77,10.48,12,2021-10-17 07:27:03.513621569,Closed
LOAN301916,CUST100754,Home,96779.77,23.93,12,2024-03-05 18:32:49.109591961,Restructured
LOAN301917,CUST104700,Business,49085.23,24.61,24,2017-06-09 13:05:14.287387848,Closed
LOAN301918,CUST101778,Home,249261.37,10.47,48,2019-06-29 12:57:23.884211779,Closed
LOAN301919,CUST104151,Personal,23761.05,18.87,240,2023-12-31 23:13:22.271176815,Active
LOAN301920,CUST103993,Home,19709.31,21.67,60,2025-10-19 18:29:02.010960102,Active
LOAN301921,CUST103426,Vehicle,29593.32,10.43,24,2022-08-29 11:19:19.764493704,Closed
LOAN301922,CUST101197,Home,316808.17,23.96,240,2025-05-13 20:02:43.077921391,Closed
LOAN301923,CUST101844,Business,165314.29,14.66,60,2020-12-24 17:32:41.012004137,Defaulted
LOAN301924,CUST101148,Home,10383.65,15.57,84,2023-05-25 12:26:49.712573290,Closed
LOAN301925,CUST104309,Student,9594.38,22.55,60,2025-10-17 19:14:54.549539566,Active
LOAN301926,CUST102799,Vehicle,198107.18,11.15,48,2024-02-28 22:07:24.788650513,Active
LOAN301927,CUST101592,Vehicle,52943.08,9.78,24,2023-09-22 07:46:17.071712017,Closed
LOAN301928,CUST103940,Home,74881.64,16.25,36,2024-08-06 19:28:14.023772240,Active
LOAN301929,CUST103949,Vehicle,100761.93,20.57,36,2023-01-27 04:11:37.066606998,Active
LOAN301930,CUST101031,Personal,17481.66,12.73,24,2017-09-13 20:55:36.871339560,Defaulted
LOAN301931,CUST104910,Vehicle,139146.51,8.12,24,2020-01-18 00:17:04.458724737,Closed
LOAN301932,CUST104831,Home,29433.27,19.1,24,2024-01-12 07:50:46.891884565,Defaulted
LOAN301933,CUST100893,Business,27413.35,8.6,12,2021-02-04 23:02:04.417702436,Active
LOAN301934,CUST103816,Student,94810.63,17.45,120,2016-07-21 08:14:21.164777994,Active
LOAN301935,CUST100277,Home,14791.63,13.67,120,2022-09-08 23:27:09.312586784,Defaulted
LOAN301936,CUST104542,Business,31475.07,12.29,24,2019-12-03 04:17:49.933038473,Closed
LOAN301937,CUST104077,Home,24492.17,24.39,84,2025-12-31 18:58:56.457750320,Defaulted
LOAN301938,CUST103817,Home,17287.63,21.16,48,2016-10-14 16:24:58.762950897,Closed
LOAN301939,CUST102140,Business,12258.08,14.01,24,2024-12-23 22:52:45.959342957,Restructured
LOAN301940,CUST100010,Business,125828.78,14.84,24,2025-05-01 05:42:13.592100143,Closed
LOAN301941,CUST101021,Home,12048.12,24.24,84,2020-12-21 20:42:24.354812145,Closed
LOAN301942,CUST101106,Business,31220.55,12.74,12,2024-01-06 10:11:39.174265146,Defaulted
LOAN301943,CUST103268,Home,17469.87,14.84,240,2019-05-04 22:14:41.772047043,Closed
LOAN301944,CUST103348,Vehicle,62246.18,15.57,24,2025-03-30 10:24:51.396517754,Active
LOAN301945,CUST104334,Vehicle,6588.72,9.17,84,2020-10-15 19:31:46.412454367,Active
LOAN301946,CUST103811,Vehicle,88348.99,19.66,240,2018-04-10 05:09:58.377660990,Defaulted
LOAN301947,CUST102924,Personal,159247.25,13.35,48,2017-05-06 06:25:45.278081417,Active
LOAN301948,CUST100192,Home,23524.67,19.44,240,2025-04-29 05:15:35.302345037,Active
LOAN301949,CUST100798,Home,40650.33,13.56,240,2022-10-17 09:11:05.142945766,Closed
LOAN301950,CUST102233,Vehicle,307757.08,10.45,240,2016-05-18 23:56:59.983318806,Active
LOAN301951,CUST103944,Home,23627.01,9.08,36,2016-02-02 08:29:23.535169125,Active
LOAN301952,CUST103725,Home,20785.93,16.71,240,2019-12-02 17:05:28.967852831,Restructured
LOAN301953,CUST103609,Home,44241.84,13.02,240,2017-03-24 07:11:04.147635937,Active
LOAN301954,CUST100492,Vehicle,38697.39,23.82,240,2020-02-09 11:20:20.365712643,Active
LOAN301955,CUST103226,Business,22660.9,17.8,120,2016-05-22 13:25:45.621945381,Active
LOAN301956,CUST104207,Vehicle,68372.69,8.72,84,2025-04-25 10:02:30.090653896,Active
LOAN301957,CUST101880,Personal,52576.45,19.98,12,2021-06-25 19:13:35.745408773,Restructured
LOAN301958,CUST103983,Vehicle,40645.14,21.04,120,2025-05-31 02:22:44.162445068,Closed
LOAN301959,CUST103920,Home,25041.22,14.59,24,2026-05-17 22:14:41.621869087,Active
LOAN301960,CUST104817,Student,41199.98,20.81,60,2020-12-14 20:38:11.837945938,Active
LOAN301961,CUST100236,Business,63958.14,18.39,120,2023-02-27 18:03:46.851811409,Closed
LOAN301962,CUST103212,Personal,25322.68,14.39,48,2016-10-29 08:45:54.834434509,Active
LOAN301963,CUST101303,Vehicle,55404.47,22.44,60,2026-04-05 02:28:11.111039639,Active
LOAN301964,CUST103760,Home,72340.69,22.77,12,2018-04-20 08:20:26.469349146,Closed
LOAN301965,CUST100760,Personal,106128.27,19.68,60,2022-09-14 16:30:21.217407227,Active
LOAN301966,CUST101173,Business,84048.09,20.86,36,2025-01-30 18:46:20.199620485,Active
LOAN301967,CUST100237,Vehicle,37389.17,16.64,240,2017-07-05 00:43:03.532353639,Closed
LOAN301968,CUST101091,Home,25251.39,23.67,84,2018-11-02 13:57:32.556164742,Active
LOAN301969,CUST103831,Student,56218.82,22.34,12,2021-08-13 20:15:28.147184372,Active
LOAN301970,CUST103177,Personal,59656.89,18.18,36,2026-02-10 04:24:28.083200693,Closed
LOAN301971,CUST102877,Vehicle,17772.46,15.84,84,2021-03-06 19:28:07.809262514,Closed
LOAN301972,CUST101173,Vehicle,90414.62,13.98,120,2023-01-17 09:34:47.563697100,Closed
LOAN301973,CUST102424,Vehicle,53607.59,19.12,240,2022-06-28 07:35:50.738902092,Active
LOAN301974,CUST100915,Vehicle,24681.51,12.98,60,2026-03-30 00:41:34.320996284,Active
LOAN301975,CUST100674,Home,7310.75,23.77,240,2026-01-12 03:56:05.527358770,Closed
LOAN301976,CUST104833,Home,17428.57,22.95,12,2016-02-09 10:25:07.701005936,Active
LOAN301977,CUST100635,Student,79814.56,23.22,60,2019-02-12 12:18:34.554318428,Closed
LOAN301978,CUST101225,Vehicle,73409.25,9.01,240,2016-04-28 19:28:23.144303799,Active
LOAN301979,CUST103443,Vehicle,105519.53,20.95,240,2023-07-04 16:06:42.662638187,Active
LOAN301980,CUST104811,Student,16602.16,12.7,36,2020-09-15 21:31:37.081684113,Active
LOAN301981,CUST101725,Home,74809.38,11.52,12,2018-04-05 23:39:36.647098780,Active
LOAN301982,CUST103578,Home,28463.03,19.36,60,2025-06-14 11:49:04.462857962,Active
LOAN301983,CUST102703,Student,65165.66,21.62,84,2020-07-09 13:10:26.604498386,Active
LOAN301984,CUST101580,Student,28741.97,22.96,240,2023-08-21 08:29:18.870182276,Active
LOAN301985,CUST101975,Vehicle,147436.4,22.98,240,2020-06-27 07:28:22.587795734,Defaulted
LOAN301986,CUST103347,Student,10044.56,11.32,24,2016-07-04 06:15:43.827903509,Closed
LOAN301987,CUST102675,Personal,79045.0,24.69,48,2017-05-06 03:25:07.465264797,Active
LOAN301988,CUST100055,Home,88109.99,20.13,84,2021-01-26 19:40:41.394476891,Closed
LOAN301989,CUST100128,Business,28930.06,15.12,36,2026-05-15 12:51:44.110973120,Closed
LOAN301990,CUST104603,Business,28234.44,15.08,120,2022-08-28 09:06:45.134294510,Active
LOAN301991,CUST104346,Personal,39583.61,10.03,240,2018-09-21 15:22:44.181846380,Active
LOAN301992,CUST100122,Personal,7007.18,21.43,84,2020-05-15 19:28:26.701814413,Active
LOAN301993,CUST104074,Business,17572.37,8.87,48,2019-08-07 06:54:41.397419453,Active
LOAN301994,CUST103619,Student,10839.14,19.83,120,2018-01-19 14:18:59.612331629,Active
LOAN301995,CUST104723,Student,34406.37,24.41,120,2021-08-05 13:04:57.263063192,Restructured
LOAN301996,CUST104384,Personal,44098.64,16.74,120,2023-10-13 20:29:02.987958431,Restructured
LOAN301997,CUST100639,Student,11575.28,15.32,240,2017-02-20 06:49:10.014872551,Closed
LOAN301998,CUST102566,Business,12909.46,12.43,240,2023-02-15 13:32:41.826392174,Active
LOAN301999,CUST101254,Home,41738.33,24.01,24,2025-07-29 03:06:43.942048550,Closed
LOAN302000,CUST103002,Vehicle,299726.67,10.65,48,2020-11-05 00:57:38.862144232,Defaulted
LOAN302001,CUST104755,Home,51207.83,7.84,24,2018-10-07 09:56:54.286575317,Active
LOAN302002,CUST100027,Personal,19926.72,24.36,60,2016-05-09 23:33:48.223501921,Active
LOAN302003,CUST101530,Home,11352.67,21.21,24,2020-04-24 13:28:04.400862932,Closed
LOAN302004,CUST102246,Vehicle,154478.16,17.48,120,2024-01-28 04:38:46.410432339,Active
LOAN302005,CUST103995,Home,14467.44,24.41,12,2026-01-02 17:00:13.857615471,Closed
LOAN302006,CUST101565,Student,42358.7,20.61,12,2024-06-07 22:44:38.481377363,Active
LOAN302007,CUST103889,Business,15121.83,11.51,12,2016-07-26 10:12:49.028551102,Active
LOAN302008,CUST101060,Business,21711.55,18.33,36,2025-06-28 00:33:37.417290449,Active
LOAN302009,CUST104656,Business,9157.19,21.28,60,2023-03-25 10:14:52.283235788,Active
LOAN302010,CUST103144,Vehicle,10781.57,24.51,24,2022-07-13 19:33:09.325621128,Active
LOAN302011,CUST103489,Home,243941.67,12.24,12,2022-11-27 02:23:52.978940487,Active
LOAN302012,CUST104303,Business,44736.41,11.91,48,2020-01-06 09:12:10.529168844,Closed
LOAN302013,CUST103762,Personal,101726.55,13.52,120,2022-01-05 14:20:51.260994434,Closed
LOAN302014,CUST100088,Home,204105.58,23.45,24,2019-08-15 05:47:28.032021283,Active
LOAN302015,CUST103146,Home,21716.17,10.75,84,2024-11-23 22:19:23.421436787,Active
LOAN302016,CUST102098,Business,25279.17,19.19,60,2016-04-26 22:05:52.831754446,Closed
LOAN302017,CUST100335,Personal,8325.37,16.31,12,2018-05-28 14:44:15.854403257,Active
LOAN302018,CUST103823,Business,61158.21,15.62,120,2021-01-27 12:44:20.112395525,Active
LOAN302019,CUST101833,Home,5598.85,23.42,12,2023-10-26 04:54:40.317951441,Restructured
LOAN302020,CUST100901,Student,138037.16,16.29,48,2020-06-28 03:41:24.301064968,Closed
LOAN302021,CUST100016,Home,35291.51,21.22,36,2023-05-19 21:27:53.520815849,Active
LOAN302022,CUST101838,Business,13910.08,11.63,120,2022-02-11 14:16:53.322827101,Closed
LOAN302023,CUST103494,Business,324986.3,18.01,60,2018-04-16 15:32:55.241306067,Active
LOAN302024,CUST101469,Student,221952.97,9.8,84,2025-08-07 11:17:58.261157274,Defaulted
LOAN302025,CUST104616,Vehicle,176203.09,15.97,48,2025-06-04 08:26:41.010574102,Active
LOAN302026,CUST101129,Business,6709.02,18.66,48,2021-08-10 06:42:14.345208406,Active
LOAN302027,CUST100470,Personal,45868.84,19.46,120,2018-02-25 13:50:51.073796272,Active
LOAN302028,CUST101112,Vehicle,21951.98,19.26,120,2018-08-29 00:22:34.246110678,Defaulted
LOAN302029,CUST104513,Student,109626.78,,120,2019-05-22 05:38:21.401306629,Closed
LOAN302030,CUST103829,Personal,33346.22,20.14,60,2018-10-02 15:04:29.528510809,Active
LOAN302031,CUST100360,Home,45383.43,24.82,120,2023-09-05 13:13:01.153156757,Active
LOAN302032,CUST104879,Personal,55312.31,16.11,48,2019-03-12 01:45:25.464758396,Active
LOAN302033,CUST101704,Personal,52216.68,12.7,60,2019-10-05 02:02:31.422067165,Active
LOAN302034,CUST101664,Vehicle,132823.39,8.3,60,2024-06-02 10:57:50.158561945,Restructured
LOAN302035,CUST104052,Home,18396.09,14.32,36,2019-12-19 15:17:30.604623795,Defaulted
LOAN302036,CUST100648,Student,30280.16,24.18,84,2020-07-12 17:00:17.115779161,Active
LOAN302037,CUST100272,Business,45593.16,23.28,60,2023-04-14 14:38:59.157031536,Active
LOAN302038,CUST100828,Vehicle,43360.58,10.45,48,2018-09-05 20:46:57.205072165,Active
LOAN302039,CUST101602,Vehicle,44124.47,19.52,48,2016-08-05 04:18:08.327342749,Active
LOAN302040,CUST102054,Vehicle,91667.74,21.06,24,2022-06-04 08:15:18.560856342,Closed
LOAN302041,CUST101951,Student,105840.0,21.65,60,2016-07-01 12:46:34.454679728,Closed
LOAN302042,CUST104415,Vehicle,70831.2,21.2,12,2017-05-15 13:35:00.638277531,Active
LOAN302043,CUST103656,Business,14462.14,23.09,24,2017-01-04 11:30:57.544595957,Active
LOAN302044,CUST102576,Home,28853.95,13.87,60,2017-03-20 12:22:20.343523502,Closed
LOAN302045,CUST101313,Vehicle,17053.29,10.21,36,2022-10-05 02:27:23.430522919,Active
LOAN302046,CUST104500,Home,71125.22,20.74,120,2025-10-22 02:03:49.208879232,Defaulted
LOAN302047,CUST101902,Vehicle,40132.69,19.57,48,2021-04-26 14:55:54.731848478,Active
LOAN302048,CUST102864,Business,50067.79,17.3,36,2023-03-03 11:08:43.121000767,Restructured
LOAN302049,CUST104135,Student,82053.78,18.13,120,2016-04-21 12:38:44.021560192,Closed
LOAN302050,CUST100167,Business,18449.91,17.31,24,2021-03-31 12:53:44.705645561,Active
LOAN302051,CUST100260,Home,5865.28,11.56,60,2023-07-08 13:45:10.973414660,Closed
LOAN302052,CUST102848,Business,20779.31,12.9,120,2019-08-05 00:35:54.202083111,Defaulted
LOAN302053,CUST103735,Vehicle,64688.2,,24,2025-04-05 07:57:14.664959908,Closed
LOAN302054,CUST102152,Personal,7722.19,10.88,48,2021-06-05 03:07:33.319790363,Active
LOAN302055,CUST101019,Student,129142.37,24.0,12,2025-11-22 19:05:29.023145199,Active
LOAN302056,CUST104323,Personal,5326.48,21.5,240,2024-10-24 09:02:45.191884995,Active
LOAN302057,CUST103150,Personal,39372.47,24.24,60,2026-02-17 14:57:15.392201662,Closed
LOAN302058,CUST102703,Business,12044.05,9.62,48,2024-06-16 08:09:50.113269567,Closed
LOAN302059,CUST103133,Home,36259.14,14.14,48,2019-03-25 02:50:12.785354137,Active
LOAN302060,CUST104156,Student,59492.71,,240,2026-02-23 12:56:42.306686640,Closed
LOAN302061,CUST104756,Personal,18116.01,22.02,84,2021-08-19 08:59:17.651456594,Active
LOAN302062,CUST102423,Business,20061.1,15.86,60,2026-01-28 16:47:50.573580265,Active
LOAN302063,CUST100366,Vehicle,9737.69,13.42,36,2021-07-01 11:21:12.421772242,Active
LOAN302064,CUST102512,Vehicle,33692.49,14.43,48,2018-02-01 05:45:17.700953722,Defaulted
LOAN302065,CUST101683,Student,115903.88,9.91,84,2024-11-09 11:27:28.060161829,Active
LOAN302066,CUST104050,Student,52180.01,17.1,84,2022-10-06 18:11:36.481461287,Restructured
LOAN302067,CUST100160,Vehicle,11556.33,9.54,24,2024-08-23 13:37:06.475318193,Active
LOAN302068,CUST103089,Personal,68767.85,20.96,84,2017-08-12 03:56:00.481441736,Active
LOAN302069,CUST101200,Personal,46402.99,12.54,120,2016-07-01 21:22:42.143816471,Active
LOAN302070,CUST101978,Personal,48445.04,17.46,84,2017-04-16 13:06:52.622128487,Closed
LOAN302071,CUST104260,Business,31329.95,7.96,12,2019-06-20 05:12:52.656280279,Active
LOAN302072,CUST100498,Vehicle,12806.03,19.57,36,2022-10-13 10:00:45.866108894,Active
LOAN302073,CUST104526,Student,50031.24,17.4,120,2017-03-22 10:35:38.828764200,Active
LOAN302074,CUST101863,Student,93267.53,11.59,48,2017-09-14 22:59:51.394875288,Active
LOAN302075,CUST102950,Personal,6247.84,19.75,60,2021-01-23 14:22:45.545867443,Active
LOAN302076,CUST100245,Home,104545.4,24.76,48,2019-11-13 07:37:14.125457524,Active
LOAN302077,CUST103446,Home,86729.34,23.33,84,2022-02-24 13:58:42.673806190,Active
LOAN302078,CUST102220,Home,47543.4,20.32,240,2020-02-02 17:14:02.254154682,Defaulted
LOAN302079,CUST102941,Vehicle,63952.98,23.27,120,2021-02-21 19:06:30.202461243,Active
LOAN302080,CUST104897,Home,55656.19,19.71,36,2026-01-06 11:32:05.651101589,Active
LOAN302081,CUST104559,Business,21424.09,19.02,24,2022-10-31 16:56:03.347455502,Active
LOAN302082,CUST104196,Home,13515.65,16.44,24,2017-12-20 03:41:11.514398813,Active
LOAN302083,CUST104781,Student,249012.58,12.67,240,2016-06-17 17:41:39.976880074,Closed
LOAN302084,CUST102858,Personal,30670.66,14.6,84,2019-07-02 17:51:52.318947792,Active
LOAN302085,CUST103866,Personal,87774.46,15.95,24,2024-07-06 18:29:32.916700363,Closed
LOAN302086,CUST104510,Student,148254.59,7.72,24,2021-01-04 06:28:30.137218714,Closed
LOAN302087,CUST100362,Business,25303.49,23.69,240,2021-03-08 11:17:23.705970287,Active
LOAN302088,CUST103093,Personal,28106.02,16.28,48,2023-08-05 20:15:05.306823730,Active
LOAN302089,CUST100905,Home,27386.47,17.88,12,2025-04-20 15:02:45.512773752,Defaulted
LOAN302090,CUST103294,Student,50149.44,9.49,48,2017-03-15 02:02:20.788608313,Active
LOAN302091,CUST100964,Personal,9951.41,9.18,24,2019-04-30 05:15:21.867753267,Active
LOAN302092,CUST103064,Student,272253.26,9.66,120,2017-01-06 12:48:26.764233589,Closed
LOAN302093,CUST102327,Personal,14424.52,12.54,120,2020-03-09 15:03:24.933289528,Active
LOAN302094,CUST102279,Home,18381.08,14.52,120,2021-01-15 07:36:03.995734692,Closed
LOAN302095,CUST101228,Personal,8788.55,13.31,24,2020-02-21 19:47:41.071316719,Active
LOAN302096,CUST100550,Vehicle,63976.66,20.07,240,2018-09-18 15:50:15.998037338,Defaulted
LOAN302097,CUST101642,Vehicle,15554.77,17.45,84,2024-03-05 20:30:07.952124119,Active
LOAN302098,CUST104665,Home,40668.39,23.42,240,2022-07-07 07:36:03.871727467,Active
LOAN302099,CUST104694,Personal,8747.74,12.19,12,2023-07-07 17:18:53.727580547,Active
LOAN302100,CUST102222,Home,54063.78,19.33,84,2017-08-19 11:28:11.890732050,Closed
LOAN302101,CUST101297,Personal,9269.97,15.97,24,2025-04-02 05:08:15.269302845,Closed
LOAN302102,CUST101853,Vehicle,67617.75,17.67,24,2017-08-03 15:31:19.308534622,Active
LOAN302103,CUST103541,Vehicle,66749.3,13.61,12,2019-09-30 16:42:36.187462091,Closed
LOAN302104,CUST100135,Business,71171.21,20.15,60,2022-05-27 03:04:12.787084103,Restructured
LOAN302105,CUST100005,Personal,33841.98,11.62,240,2017-06-17 20:12:47.893564224,Closed
LOAN302106,CUST101801,Personal,156243.26,22.97,60,2016-10-31 19:45:27.340424538,Active
LOAN302107,CUST101485,Business,20415.09,14.08,120,2018-01-12 03:07:42.320688009,Active
LOAN302108,CUST101863,Business,15980.26,18.15,24,2024-03-06 10:26:08.090261936,Active
LOAN302109,CUST100774,Student,7763.24,18.47,12,2025-05-27 23:08:48.814969778,Active
LOAN302110,CUST100582,Business,234793.82,14.54,36,2021-03-26 15:09:13.615817547,Active
LOAN302111,CUST102786,Vehicle,30281.68,9.73,84,2022-09-29 17:56:44.831298113,Active
LOAN302112,CUST103815,Student,6448.66,17.65,120,2020-12-27 13:33:49.908244371,Active
LOAN302113,CUST103401,Business,70750.58,13.84,48,2021-09-13 04:21:55.137777090,Active
LOAN302114,CUST104472,Personal,36243.3,22.15,36,2017-07-05 07:23:22.832394600,Active
LOAN302115,CUST104568,Student,20808.22,23.29,240,2024-03-01 07:13:40.780312538,Defaulted
LOAN302116,CUST102225,Student,55893.63,17.68,36,2019-04-30 00:50:22.871373653,Active
LOAN302117,CUST104835,Home,10699.98,18.69,240,2023-03-20 21:30:00.689973354,Active
LOAN302118,CUST102660,Home,32201.38,8.5,48,2023-01-01 00:29:13.133498191,Active
LOAN302119,CUST102135,Business,12266.4,12.7,36,2020-07-09 23:52:11.600261688,Closed
LOAN302120,CUST101609,Vehicle,40843.85,21.81,24,2017-10-04 00:08:30.193658829,Active
LOAN302121,CUST100649,Student,20640.02,21.41,24,2022-08-13 00:36:07.422946692,Active
LOAN302122,CUST103872,Student,33148.38,9.42,48,2021-09-28 06:56:10.176123857,Closed
LOAN302123,CUST102678,Home,14164.46,23.97,60,2020-07-02 00:01:27.132243395,Active
LOAN302124,CUST101892,Home,37131.29,16.44,120,2024-09-08 16:46:36.838134050,Active
LOAN302125,CUST100358,Student,98022.08,17.41,36,2019-03-13 19:41:45.505718470,Defaulted
LOAN302126,CUST104293,Business,77719.57,14.15,12,2022-01-28 15:17:25.024086475,Closed
LOAN302127,CUST101277,Business,27656.98,8.31,120,2017-03-31 04:04:52.969234467,Closed
LOAN302128,CUST100105,Business,85649.09,20.78,60,2016-03-02 20:55:17.714664936,Active
LOAN302129,CUST103268,Business,13990.56,8.86,24,2025-10-04 14:58:06.331394196,Defaulted
LOAN302130,CUST101257,Home,195896.02,14.85,84,2019-12-29 08:19:10.487561941,Active
LOAN302131,CUST104974,Student,52754.91,11.25,36,2018-01-11 11:04:54.129705667,Active
LOAN302132,CUST100171,Vehicle,22873.54,23.42,60,2017-02-19 16:07:48.517116547,Active
LOAN302133,CUST102556,Vehicle,48091.39,17.92,60,2016-06-05 09:23:51.514327049,Active
LOAN302134,CUST100916,Personal,45268.93,17.24,120,2022-02-21 03:09:20.548073053,Active
LOAN302135,CUST104579,Student,30270.39,9.66,84,2025-12-06 21:51:38.558516026,Active
LOAN302136,CUST100568,Home,20311.57,18.84,36,2025-02-09 06:57:56.702165365,Active
LOAN302137,CUST102700,Vehicle,35426.94,18.75,60,2022-05-03 21:09:27.543148279,Closed
LOAN302138,CUST104301,Vehicle,239048.71,20.97,48,2024-07-19 11:51:22.682958364,Active
LOAN302139,CUST102739,Student,29674.92,21.15,84,2020-05-16 13:51:11.553169727,Closed
LOAN302140,CUST102985,Personal,27946.22,11.59,12,2021-04-04 11:47:33.996939898,Active
LOAN302141,CUST104589,Student,15437.18,17.67,12,2025-12-08 16:23:13.634509802,Active
LOAN302142,CUST101323,Vehicle,130540.67,21.61,240,2017-10-07 04:19:41.649562120,Closed
LOAN302143,CUST102285,Student,29735.94,,84,2021-04-14 11:26:38.738586426,Closed
LOAN302144,CUST101881,Vehicle,9752.13,18.7,120,2025-04-21 12:02:20.846882820,Closed
LOAN302145,CUST100667,Student,16375.91,9.8,120,2019-11-03 14:10:16.302382946,Defaulted
LOAN302146,CUST103802,Home,138690.27,23.09,24,2017-08-03 19:02:00.910394192,Closed
LOAN302147,CUST104695,Personal,23185.92,14.99,60,2016-05-22 14:34:29.162764788,Active
LOAN302148,CUST103057,Business,7339.23,21.97,84,2021-07-31 00:46:03.536836624,Restructured
LOAN302149,CUST104523,Student,20763.44,11.38,12,2018-09-13 17:50:04.407233000,Active
LOAN302150,CUST102513,Student,67529.5,19.25,240,2016-06-29 16:43:39.302819967,Active
LOAN302151,CUST104288,Home,175885.68,23.8,240,2016-03-30 00:25:02.718744516,Closed
LOAN302152,CUST104595,Home,25932.11,8.9,84,2017-11-24 21:47:13.423175097,Active
LOAN302153,CUST103385,Personal,96419.5,,36,2017-08-12 05:45:37.382698298,Closed
LOAN302154,CUST103303,Vehicle,9412.14,12.84,60,2017-08-16 07:07:07.122529268,Active
LOAN302155,CUST104261,Business,43587.53,13.19,84,2018-11-30 09:22:35.445012569,Closed
LOAN302156,CUST103888,Student,21114.7,7.63,36,2021-08-27 18:04:14.373544931,Closed
LOAN302157,CUST104761,Personal,20790.29,21.49,12,2025-01-25 04:42:30.125375509,Closed
LOAN302158,CUST102941,Personal,111048.56,7.83,12,2020-02-24 05:18:38.052378654,Active
LOAN302159,CUST102444,Business,28861.8,11.21,120,2017-11-30 13:23:38.096037626,Active
LOAN302160,CUST100207,Business,28533.92,23.5,60,2023-08-28 07:58:30.643189430,Active
LOAN302161,CUST102168,Home,157057.93,11.59,240,2016-04-07 00:22:55.835236073,Active
LOAN302162,CUST101018,Business,71395.31,22.19,60,2024-01-29 10:29:14.883779049,Defaulted
LOAN302163,CUST104218,Vehicle,193296.76,11.25,24,2022-04-12 03:02:43.214268208,Active
LOAN302164,CUST102880,Student,61112.5,17.35,36,2025-06-23 09:33:19.978698015,Active
LOAN302165,CUST100089,Student,25216.86,15.46,24,2016-11-20 18:06:05.556280613,Active
LOAN302166,CUST100549,Business,70232.98,21.4,12,2022-09-09 22:04:14.724965572,Active
LOAN302167,CUST102836,Business,65728.44,9.09,120,2024-03-23 19:16:12.468224049,Closed
LOAN302168,CUST102700,Home,70111.62,8.36,12,2022-04-25 06:21:29.257693051,Closed
LOAN302169,CUST102598,Business,20299.84,18.11,36,2018-01-11 04:38:13.306029797,Restructured
LOAN302170,CUST100509,Student,35549.03,15.81,240,2023-05-05 13:31:32.059999228,Closed
LOAN302171,CUST102503,Business,49552.67,12.41,120,2018-06-08 02:24:41.703692198,Active
LOAN302172,CUST101543,Business,90199.34,21.87,120,2024-04-04 13:03:35.785900354,Active
LOAN302173,CUST100037,Student,78559.3,23.38,84,2017-01-03 05:11:43.810013294,Active
LOAN302174,CUST101215,Student,10562.17,20.93,240,2016-03-16 22:51:11.747354746,Active
LOAN302175,CUST104826,Business,12655.85,22.36,12,2022-10-04 13:06:59.907724857,Active
LOAN302176,CUST104551,Business,15574.2,18.87,24,2023-08-25 08:01:03.047780037,Active
LOAN302177,CUST102978,Personal,79279.46,18.76,12,2025-05-10 12:13:42.447233677,Closed
LOAN302178,CUST104066,Home,16709.55,19.38,60,2017-10-10 02:24:50.049048424,Closed
LOAN302179,CUST100383,Home,82299.06,21.64,12,2019-11-17 21:58:46.237298250,Active
LOAN302180,CUST101773,Vehicle,11078.55,18.36,60,2018-07-01 19:51:15.452404261,Active
LOAN302181,CUST102046,Personal,50976.96,23.25,24,2016-03-21 14:17:23.506969929,Active
LOAN302182,CUST104245,Vehicle,22077.88,15.92,60,2025-04-09 19:02:03.867653608,Active
LOAN302183,CUST100942,Vehicle,42457.79,15.29,120,2019-10-29 13:35:44.175303698,Active
LOAN302184,CUST101604,Personal,720405.54,8.13,60,2018-08-18 10:10:56.526039362,Restructured
LOAN302185,CUST100805,Home,47431.17,15.4,120,2018-09-21 00:51:45.589958429,Closed
LOAN302186,CUST104376,Home,7538.51,9.43,84,2022-02-05 23:09:34.769859314,Closed
LOAN302187,CUST102726,Home,27663.92,10.87,120,2020-02-28 01:34:22.921368599,Closed
LOAN302188,CUST101010,Student,32850.82,10.14,120,2020-10-05 08:49:21.974007845,Active
LOAN302189,CUST101480,Student,45597.29,14.86,36,2020-05-04 05:43:27.113658428,Active
LOAN302190,CUST102319,Personal,77575.51,22.27,48,2026-02-02 08:45:26.552231550,Active
LOAN302191,CUST104585,Vehicle,66069.23,16.86,24,2020-06-15 02:19:19.000411510,Active
LOAN302192,CUST103992,Vehicle,15108.26,21.49,24,2019-04-18 02:58:45.509795666,Active
LOAN302193,CUST102830,Business,24652.57,15.16,240,2016-12-18 02:29:35.095803499,Restructured
LOAN302194,CUST100709,Student,21331.29,22.5,12,2019-06-03 17:57:07.292688608,Active
